Order_ID,Date,Region,Product_Category,Price,Quantity,Marketing_Spend,Economic_Index,Competitor_Price,Sales,Profit,High_Performer
100,2022-10-15,East,Grocery,236.71,6,2744.93,97.55,244.05,1379.19,415.82,0
101,2022-11-05,South,Electronics,454.17,19,2759.96,97.26,423.8,9027.15,2652.34,1
102,2022-01-15,East,Electronics,440.53,1,2713.96,115.76,491.38,409.84,118.06,0
103,2022-10-16,East,Electronics,26.43,2,3836.05,115.07,24.76,56.26,23.37,1
104,2022-08-16,East,Grocery,233.93,15,4006.75,86.0,208.6,3664.93,1054.24,1
105,2022-04-05,East,Furniture,303.24,4,2759.35,90.07,284.52,1135.71,187.56,0
106,2022-02-07,West,Furniture,121.4,15,1510.86,104.6,141.4,1689.59,560.27,0
107,2022-04-21,East,Clothing,365.79,11,4667.38,102.61,394.56,4363.65,1380.32,1
108,2022-04-16,South,Grocery,387.91,9,2178.24,109.46,455.31,3788.35,1378.83,1
109,2022-10-29,West,Grocery,125.59,14,1012.97,113.5,117.16,1692.01,557.05,0
110,2022-05-29,South,Furniture,195.86,9,1107.34,111.51,203.99,1626.75,422.97,0
111,2022-03-31,North,Furniture,460.73,2,2381.93,99.23,537.85,937.5,378.58,1
112,2022-09-08,North,Grocery,79.02,7,911.02,81.36,73.06,584.17,221.58,1
113,2022-06-03,North,Grocery,16.42,17,972.38,118.44,14.11,274.31,102.1,0
114,2022-07-08,East,Electronics,100.39,7,3017.39,82.68,110.42,661.94,114.1,0
115,2022-02-01,East,Electronics,239.43,17,279.09,98.88,245.64,3716.83,643.27,0
116,2022-06-24,West,Electronics,268.55,17,2063.74,102.39,231.51,4274.89,748.84,0
117,2022-12-25,East,Electronics,379.09,10,1426.65,105.76,365.25,3431.06,1038.13,0
118,2022-06-27,South,Clothing,434.83,8,232.77,88.88,388.05,3598.21,1497.32,1
119,2022-02-23,North,Grocery,176.24,5,974.87,106.11,157.79,810.62,239.03,0
120,2022-03-19,North,Clothing,305.57,14,4168.08,95.89,326.11,4025.52,1207.95,0
121,2022-01-07,East,Furniture,320.29,1,1118.64,81.06,279.48,325.61,106.44,1
122,2022-01-02,East,Grocery,456.21,5,1774.91,90.38,434.25,2322.22,831.31,1
123,2022-09-18,East,Grocery,179.14,9,2237.02,91.78,211.28,1697.3,684.74,1
124,2022-07-21,East,Clothing,287.23,14,2408.22,87.28,285.48,4031.25,1022.01,1
125,2022-08-25,South,Clothing,207.25,9,782.84,113.4,247.41,1874.83,691.64,1
126,2022-08-03,West,Electronics,344.76,6,4580.06,84.71,355.31,1975.08,504.68,0
127,2022-06-02,East,Furniture,253.76,12,1111.46,80.44,216.9,3288.71,929.44,1
128,2022-06-17,North,Furniture,132.86,13,3358.68,87.01,154.88,1699.1,530.45,0
129,2022-05-02,North,Clothing,216.8,2,914.79,109.52,180.62,442.54,161.11,1
130,2022-05-29,South,Clothing,420.17,11,1842.8,108.76,386.07,4683.24,1470.08,1
131,2022-04-21,South,Furniture,477.5,5,2470.4,90.8,485.11,2226.12,391.78,0
132,2022-12-03,North,Electronics,253.22,13,857.89,104.93,250.61,3189.4,982.84,0
133,2022-05-09,West,Furniture,252.79,11,3031.6,98.39,209.91,2545.88,876.16,0
134,2022-04-12,West,Electronics,299.21,19,1641.52,112.3,354.52,6014.8,1818.59,1
135,2022-10-30,North,Electronics,52.49,16,4377.43,109.29,58.92,866.44,246.31,1
136,2022-07-17,East,Grocery,490.48,18,2498.18,88.85,586.16,9612.78,4245.95,1
137,2022-09-23,South,Clothing,298.25,17,984.82,102.72,347.82,4597.64,848.28,0
138,2022-05-17,North,Furniture,104.37,8,4858.19,117.77,103.3,895.45,253.42,1
139,2022-04-13,East,Furniture,28.13,3,2847.32,99.24,32.47,84.91,26.83,1
140,2022-12-30,North,Grocery,290.49,17,2738.17,106.47,318.13,4958.24,1573.7,1
141,2022-04-18,West,Electronics,124.15,3,4363.48,80.85,142.76,374.61,81.18,1
142,2022-08-15,East,Furniture,44.31,14,1818.49,110.69,42.58,617.91,167.8,0
143,2022-08-24,West,Clothing,492.2,10,549.33,93.45,496.63,5150.66,2194.16,1
144,2022-05-22,North,Clothing,155.53,18,1551.91,89.34,127.04,2529.62,296.84,0
145,2022-03-14,East,Furniture,63.64,4,1169.44,118.0,70.93,233.65,59.66,0
146,2022-11-15,West,Furniture,472.92,11,4528.25,119.57,518.95,4749.51,1210.43,0
147,2022-12-15,West,Clothing,328.33,19,2612.17,89.23,285.85,5889.48,1913.94,0
148,2022-09-16,West,Furniture,414.84,5,383.43,118.76,478.52,2251.65,594.4,1
149,2022-03-02,West,Furniture,137.51,3,3815.37,107.84,118.48,438.6,172.56,1
150,2022-04-30,East,Clothing,376.46,9,4485.12,114.41,370.05,3314.37,1096.54,0
151,2022-01-29,South,Electronics,445.49,2,4324.43,112.38,473.15,900.04,349.95,1
152,2022-05-04,West,Grocery,192.62,8,3509.0,81.95,195.13,1683.36,725.06,1
153,2022-10-11,South,Clothing,47.3,17,401.43,115.32,47.61,869.55,295.16,1
154,2022-02-09,North,Grocery,342.23,13,1408.44,115.15,382.94,4589.95,1163.73,1
155,2022-02-28,South,Grocery,88.6,13,4201.37,107.9,94.98,1179.07,314.63,1
156,2022-01-07,North,Furniture,442.0,13,4372.03,81.17,499.61,5319.52,1486.79,0
157,2022-06-07,West,Clothing,455.26,18,4108.04,113.29,456.62,7385.74,1998.45,0
158,2022-02-15,East,Clothing,169.95,9,3195.89,90.39,179.06,1541.8,385.49,1
159,2022-11-22,North,Clothing,148.84,7,2752.21,118.52,139.42,1069.5,250.17,1
160,2022-10-05,East,Electronics,469.24,4,432.4,92.04,508.32,1714.55,369.83,0
161,2022-07-12,South,Clothing,38.38,18,4370.53,118.94,45.58,725.35,292.86,1
162,2022-01-07,West,Electronics,42.16,1,1685.69,99.55,46.72,43.7,14.65,1
163,2022-08-14,North,Furniture,498.59,17,600.75,114.17,503.98,9028.55,3437.12,1
164,2022-10-15,North,Clothing,50.37,14,1227.26,85.25,57.78,770.46,342.97,1
165,2022-01-21,North,Furniture,455.67,5,3228.78,95.9,414.51,2498.87,945.35,1
166,2022-01-15,South,Clothing,375.46,3,252.56,106.07,355.71,1208.46,426.03,1
167,2022-03-13,West,Electronics,88.03,17,546.71,86.15,86.4,1505.6,602.35,1
168,2022-12-15,North,Electronics,74.31,3,1008.75,98.48,59.48,227.31,66.48,1
169,2022-12-06,East,Electronics,220.85,6,1205.15,86.43,234.24,1278.97,327.47,0
170,2022-03-13,West,Furniture,162.08,13,832.95,98.58,173.78,2062.99,388.05,0
171,2022-06-15,West,Furniture,152.91,13,3809.59,118.11,177.86,2077.06,586.48,1
172,2022-02-10,East,Clothing,128.6,14,798.23,99.96,134.68,1873.33,591.55,1
173,2022-08-30,North,Clothing,169.97,2,2717.79,115.3,141.58,361.99,133.71,1
174,2022-04-13,South,Grocery,75.03,7,1084.21,107.73,84.68,477.02,91.47,0
175,2022-12-26,North,Clothing,321.85,3,4491.48,103.79,336.86,987.36,350.32,1
176,2022-07-23,North,Grocery,436.77,18,3163.99,111.34,456.39,7837.42,2081.18,0
177,2022-07-27,West,Furniture,278.32,3,299.7,86.56,271.49,872.51,272.46,1
178,2022-01-12,South,Furniture,88.18,13,3117.14,93.16,87.13,1202.3,314.65,1
179,2022-11-05,East,Furniture,332.77,19,892.2,80.83,353.17,6110.53,1631.02,0
180,2022-02-28,North,Grocery,328.66,10,2075.98,88.82,317.93,3091.75,567.35,0
181,2022-11-01,North,Clothing,435.45,5,1795.08,94.84,520.39,1977.01,293.09,0
182,2022-04-06,East,Grocery,298.15,2,2484.68,114.94,345.94,586.96,196.17,0
183,2022-07-05,North,Clothing,457.06,12,1980.85,98.63,518.49,5194.88,1052.83,0
184,2022-04-10,West,Grocery,455.43,10,1263.96,118.86,397.31,4877.05,1696.1,1
185,2022-11-14,East,Furniture,57.72,15,3005.3,103.18,61.48,795.75,163.32,0
186,2022-12-11,East,Electronics,485.01,2,4304.13,80.36,502.16,989.18,330.21,1
187,2022-10-30,North,Clothing,124.99,10,460.13,86.79,125.98,1209.16,252.01,0
188,2022-09-14,West,Electronics,230.22,8,3124.01,108.27,199.56,1719.35,600.77,0
189,2022-06-24,South,Grocery,335.26,5,3930.77,108.22,328.07,1798.43,605.51,1
190,2022-09-08,East,Furniture,64.84,18,4934.8,84.92,57.87,1062.49,212.81,0
191,2022-02-04,South,Grocery,231.58,5,606.21,103.39,249.01,1134.12,328.26,0
192,2022-09-08,South,Clothing,12.42,2,1683.34,118.92,12.82,23.62,6.12,0
193,2022-10-21,North,Electronics,78.43,13,803.36,117.59,85.74,950.73,300.58,0
194,2022-09-21,West,Electronics,86.52,6,4353.9,87.09,93.19,554.23,144.68,1
195,2022-04-24,East,Clothing,129.63,8,4336.58,110.74,109.57,1098.35,285.57,1
196,2022-01-01,North,Furniture,115.68,16,4151.51,106.68,119.25,1794.84,625.34,0
197,2022-07-11,South,Furniture,33.62,9,4345.55,119.73,37.02,277.83,78.79,0
198,2022-11-20,East,Clothing,328.75,6,1702.46,106.7,369.23,2075.98,577.74,1
199,2022-12-05,West,Grocery,435.76,1,689.02,101.78,349.61,420.47,127.08,0
200,2022-07-18,West,Grocery,286.09,19,2003.93,97.95,256.05,5297.83,1789.39,0
201,2022-09-24,West,Grocery,305.69,14,3248.62,110.37,305.74,4315.92,933.72,1
202,2022-04-27,South,Clothing,408.75,12,830.06,101.06,367.23,4882.08,1552.25,0
203,2022-12-09,North,Electronics,408.36,18,3605.91,100.85,461.02,7248.89,1520.31,0
204,2022-04-27,West,Clothing,450.03,4,4642.47,82.41,528.24,1746.72,630.12,0
205,2022-02-21,East,Grocery,338.35,15,2708.08,103.24,282.81,5296.12,1845.07,1
206,2022-03-18,West,Grocery,212.64,11,703.79,114.38,238.14,2191.48,649.93,0
207,2022-08-29,East,Grocery,287.98,10,4596.99,96.98,240.41,3061.69,1118.66,1
208,2022-06-22,West,Furniture,320.24,13,3047.9,112.77,369.46,3936.76,1262.3,0
209,2022-01-10,South,Furniture,95.64,10,4510.11,94.14,85.57,1010.05,383.65,1
210,2022-01-19,West,Electronics,427.08,7,3370.99,83.82,448.23,2960.69,816.24,0
211,2022-06-24,North,Furniture,125.27,12,4327.71,88.67,105.01,1359.97,265.06,0
212,2022-06-09,North,Grocery,322.6,9,2015.44,103.78,322.18,3186.66,1365.38,1
213,2022-03-26,East,Grocery,341.16,10,2198.18,108.7,367.42,3746.82,1612.24,1
214,2022-01-19,West,Clothing,305.58,6,2934.1,90.97,254.17,1681.53,253.56,0
215,2022-03-14,South,Electronics,168.45,6,1839.48,82.78,169.74,923.31,155.1,0
216,2022-01-27,North,Clothing,323.68,8,4412.39,106.04,327.95,2498.48,772.35,0
217,2022-11-22,North,Furniture,35.65,12,3343.01,102.31,38.93,424.78,162.98,0
218,2022-10-27,South,Furniture,53.5,5,958.98,107.6,47.1,269.4,103.74,1
219,2022-05-01,East,Electronics,412.69,12,1803.1,106.6,461.46,5375.32,2171.58,1
220,2022-12-14,South,Clothing,487.34,5,3712.18,110.74,437.37,2520.31,1013.0,1
221,2022-08-19,East,Clothing,433.7,16,2583.51,86.37,357.91,6408.5,1929.49,0
222,2022-08-25,West,Clothing,186.47,2,4691.09,102.15,171.96,365.25,108.13,0
223,2022-07-15,East,Clothing,437.93,6,4605.02,99.88,524.15,2812.29,1126.15,1
224,2022-08-27,West,Furniture,204.62,6,4105.5,95.22,235.55,1318.08,383.57,1
225,2022-12-02,East,Furniture,113.87,14,496.5,96.12,99.0,1656.36,589.49,1
226,2022-10-03,East,Clothing,290.79,10,4130.15,85.3,332.9,3153.77,1125.76,1
227,2022-04-20,South,Electronics,450.15,14,956.71,100.1,431.9,5856.36,1611.87,0
228,2022-01-25,West,Clothing,123.95,13,2792.69,118.63,120.6,1550.71,420.78,0
229,2022-05-26,East,Clothing,146.1,6,101.63,80.71,152.09,852.89,259.18,0
230,2022-01-05,East,Electronics,392.57,10,1137.6,99.38,432.5,4019.55,1430.65,1
231,2022-03-24,North,Electronics,93.63,9,3935.21,90.62,81.56,874.92,265.19,1
232,2022-09-17,South,Electronics,498.38,17,1239.96,88.83,433.34,8736.36,2215.91,1
233,2022-06-27,West,Furniture,74.05,3,1902.02,96.57,83.75,232.52,65.06,1
234,2022-07-02,South,Electronics,213.92,6,1373.08,110.41,182.86,1292.56,467.22,1
235,2022-08-01,West,Electronics,418.81,13,4881.78,112.06,495.8,5431.29,2045.09,0
236,2022-07-07,West,Electronics,326.58,4,4336.84,89.74,346.4,1387.51,443.27,1
237,2022-02-11,South,Clothing,394.66,13,752.41,84.09,419.71,5584.95,1676.61,1
238,2022-02-17,North,Clothing,134.79,10,4658.56,90.12,149.95,1435.53,493.24,1
239,2022-09-21,South,Grocery,448.61,8,1212.13,115.58,439.75,3863.38,1634.2,1
240,2022-03-28,East,Clothing,343.31,13,286.31,109.85,365.15,4732.74,1960.85,1
241,2022-01-17,West,Electronics,478.69,8,1830.93,91.86,449.91,4039.84,1235.61,1
242,2022-01-28,South,Furniture,183.87,5,2793.12,113.22,152.15,905.44,338.63,0
243,2022-08-08,West,Grocery,450.46,8,3869.19,104.99,429.19,3391.57,1141.87,0
244,2022-11-20,East,Clothing,389.57,9,4803.15,99.13,451.25,3381.47,1189.97,0
245,2022-12-13,North,Electronics,490.19,13,2953.87,109.92,551.32,6571.84,2585.14,1
246,2022-09-28,South,Furniture,64.3,18,1200.62,94.89,62.55,1143.3,307.03,0
247,2022-10-05,East,Grocery,144.16,12,1067.61,115.48,152.57,1655.82,335.59,0
248,2022-04-29,South,Grocery,440.84,12,4602.74,90.09,485.81,5248.35,1183.44,0
249,2022-12-26,East,Electronics,283.33,12,363.91,92.8,312.02,3243.09,836.23,0
250,2022-09-26,West,Grocery,90.76,15,550.17,118.61,90.34,1266.28,356.22,0
251,2022-10-05,South,Furniture,275.7,1,2590.97,91.9,282.87,286.11,72.54,1
252,2022-10-08,East,Clothing,382.95,15,888.16,102.32,430.7,6021.93,1562.73,1
253,2022-04-14,West,Furniture,105.04,10,3322.05,92.44,115.22,1116.57,357.16,1
254,2022-03-07,East,Clothing,184.14,13,2739.61,100.97,209.77,2556.56,721.63,1
255,2022-01-14,West,Furniture,377.28,11,3805.7,113.68,372.8,4151.75,1558.21,1
256,2022-04-21,East,Clothing,229.82,10,4442.36,103.72,219.85,2258.03,559.38,0
257,2022-07-21,South,Furniture,313.6,4,988.46,95.51,301.35,1348.29,467.68,1
258,2022-01-03,West,Furniture,41.78,16,1204.65,108.12,34.31,666.66,185.46,0
259,2022-06-08,South,Electronics,21.24,19,2541.45,83.08,17.49,390.13,84.68,0
260,2022-04-27,West,Clothing,396.42,19,2256.98,85.9,369.18,7432.61,2779.94,0
261,2022-04-26,South,Clothing,40.65,15,4991.9,117.32,42.96,600.08,156.7,0
262,2022-08-28,East,Furniture,97.34,15,2108.53,113.59,92.82,1481.14,433.4,1
263,2022-03-02,North,Grocery,490.03,3,228.36,80.97,555.04,1403.36,368.99,0
264,2022-12-31,South,Clothing,393.47,19,1370.55,97.19,452.13,7987.09,3223.33,1
265,2022-02-18,North,Clothing,223.24,5,3559.49,105.25,183.04,1206.36,333.63,1
266,2022-10-07,South,Furniture,367.46,6,380.67,89.01,313.27,2160.15,430.46,0
267,2022-02-05,South,Clothing,16.57,12,318.52,81.45,15.08,189.89,39.3,0
268,2022-12-02,North,Clothing,191.89,10,4239.47,90.73,165.52,2054.42,885.23,1
269,2022-12-04,West,Clothing,454.15,4,1644.43,110.87,379.02,1720.98,364.9,0
270,2022-07-22,North,Electronics,482.06,15,4422.46,95.74,545.28,7647.04,2405.43,1
271,2022-06-14,North,Electronics,490.84,18,810.33,109.01,430.21,8549.25,2702.75,0
272,2022-12-07,North,Clothing,308.18,9,207.97,108.8,298.07,2545.53,502.07,0
273,2022-10-16,West,Clothing,266.46,2,2079.49,101.7,297.55,538.13,153.05,1
274,2022-07-17,East,Furniture,424.99,10,912.3,117.83,484.48,4393.57,1450.68,1
275,2022-05-05,South,Furniture,377.15,12,405.14,100.5,423.37,4488.89,1726.39,0
276,2022-11-15,West,Electronics,253.66,7,4373.46,101.79,279.88,1865.83,794.1,1
277,2022-08-20,West,Clothing,440.14,14,1270.1,98.05,525.52,6497.14,2766.51,1
278,2022-09-05,South,Furniture,237.33,8,1483.91,95.63,265.65,1849.98,539.3,0
279,2022-06-27,East,Grocery,55.77,5,4825.94,88.15,56.29,266.98,55.45,0
280,2022-06-13,East,Clothing,145.46,8,4009.78,95.84,169.61,1171.34,436.39,1
281,2022-09-25,South,Grocery,91.36,16,4300.18,116.25,83.2,1603.06,684.9,1
282,2022-05-09,South,Clothing,26.36,8,4480.55,106.17,22.69,208.35,55.88,0
283,2022-09-03,East,Electronics,429.87,9,4037.66,100.21,510.19,3805.18,722.42,0
284,2022-01-21,East,Furniture,365.34,2,913.18,115.28,354.74,681.32,241.07,0
285,2022-01-25,West,Clothing,55.58,4,3624.83,115.61,46.23,232.63,90.9,1
286,2022-09-22,East,Electronics,411.34,18,642.67,110.38,491.65,7998.39,2590.9,1
287,2022-08-01,West,Electronics,134.62,3,4411.13,101.02,120.85,372.59,123.24,0
288,2022-06-12,South,Electronics,79.57,9,3724.39,87.65,83.19,706.86,194.53,0
289,2022-09-30,South,Furniture,422.31,11,4234.31,90.16,343.1,4867.73,1981.68,1
290,2022-09-05,North,Furniture,44.12,7,918.95,106.21,52.8,282.47,92.39,0
291,2022-03-08,West,Electronics,350.13,15,1596.02,88.51,284.76,5046.07,1208.78,0
292,2022-05-22,West,Electronics,452.77,17,3853.72,111.54,482.65,7328.04,1313.26,0
293,2022-09-08,North,Grocery,10.09,2,2290.57,98.41,11.56,20.37,6.73,1
294,2022-01-30,North,Grocery,403.15,17,305.92,109.6,470.57,6552.1,1263.39,0
295,2022-03-24,East,Furniture,486.66,3,3794.41,112.2,392.83,1595.12,506.95,1
296,2022-09-08,North,Clothing,317.84,19,4376.49,84.5,343.73,6088.05,2348.12,1
297,2022-10-13,East,Furniture,32.6,1,2396.96,92.05,33.88,31.28,9.76,0
298,2022-08-10,West,Electronics,303.42,4,4398.47,115.09,282.83,1174.93,206.66,0
299,2022-09-12,South,Clothing,48.69,17,1497.92,97.17,44.17,875.69,284.07,1
300,2022-05-29,East,Furniture,41.18,5,3034.99,84.6,34.49,222.79,71.68,1
301,2022-08-04,West,Electronics,478.35,8,2635.49,97.22,443.33,3776.77,888.37,0
302,2022-12-27,North,Electronics,177.0,8,4745.73,97.81,197.45,1455.53,414.37,1
303,2022-12-14,East,Furniture,61.07,12,2489.57,106.09,72.08,747.59,198.9,1
